Gene	AHQ-14	AUSA004	CGMCC14177	CYLB561	DMDL9010	DSM20174	FNZ042	G2	HOM2217	IS-10506	KCKM0597	LP06	LP140	LP45	Lap	Lrld-22	MSJK0048	MY04	NCU116	OBM7	P9	RS20D	ST	SYBC-SM3	TCI837	UNQLp11	V2	YY-112	ZY-1
DUF262 domain-containing protein (product)	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
YesL family protein (product)	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0
dagF	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Imm74 family immunity protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	0
glycohydrolase toxin TNT-related protein (product)	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1
bacteriocin secretion accessory protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
type II toxin-antitoxin system RelE/ParE family toxin (product)	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0
HigA family addiction module antitoxin (product)	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
ORF6N domain-containing protein (product)	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0
siphovirus Gp157 family protein (product)	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	1	1	0	1	1
VapE domain-containing protein (product)	0	0	0	1	2	0	1	1	0	0	0	1	1	1	0	2	1	1	1	0	0	0	0	1	1	1	0	1	1
VRR-NUC domain-containing protein (product)	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	0	1	1	0	1	1
P27 family phage terminase small subunit (product)	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	1	1	0	1	1
major tail protein (product)	0	0	0	1	2	0	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	0	0	1	1	1	0	1	1
gpG	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	0	1	0	0	0
phage tail tape measure protein (product)	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	2	1	0	1	0	0	1	1	1	1	1	0	1	1
non-ribosomal peptide synthetase (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
panD	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMP-binding protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
uridine diphosphate-N-acetylglucosamine-binding protein YvcK (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YbhN family protein (product)	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3990 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GH-E family nuclease (product)	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0
DUF4393 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DUF1351 domain-containing protein (product)	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
DUF669 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1
putative HNHc nuclease (product)	0	0	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	2	1	0	1	1	1	0	1	0	0	0	1
YopX family protein (product)	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1
type II toxin-antitoxin system HicA family toxin (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
type II toxin-antitoxin system HicB family antitoxin (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phage tail tip lysozyme (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0
integral membrane protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4062 domain-containing protein (product)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF3775 domain-containing protein (product)	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clp protease ClpP (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TlyA family RNA methyltransferase (product)	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3892 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
DUF6877 family protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Lin1244/Lin1753 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
host-nuclease inhibitor Gam family protein (product)	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	1	0	1	0	0	0	0	0
HipA family kinase (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
DUF3037 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
virulence-associated E family protein (product)	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	0	0	0	1
PatB family C-S lyase (product)	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
esterase (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	1
deoxyribonuclease (pyrimidine dimer) (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phage tail tube assembly chaperone (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ORF6C domain-containing protein (product)	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
DUF4406 domain-containing protein (product)	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alpha-rhamnosidase (product)	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
cell wall hydrolase/muramidase (product)	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LamG-like jellyroll fold domain-containing protein (product)	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0
abortive infection family protein (product)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
capsular polysaccharide synthesis protein (product)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
glycosyltransferase family A protein (product)	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMI1/KNR4 family protein (product)	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
DUF2247 family protein (product)	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
DNA mismatch repair protein MutS (product)	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
restriction endonuclease (product)	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	1
subtype A tannase (product)	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SHOCT domain-containing protein (product)	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0
carbohydrate binding domain-containing protein (product)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RinA family transcriptional regulator (product)	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ketohydroxyglutarate aldolase (product)	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0
DNA-binding transcriptional regulator (product)	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
sporulation protein Cse60 (product)	0	0	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	2
helicase-related protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
licT	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	0	1
ERF family protein (product)	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1
HK97 family phage prohead protease (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
Stealth CR1 domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0
NarK/NasA family nitrate transporter (product)	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	1	0
DUF2975 domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0
chorismate-binding protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ComEA family DNA-binding protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
SLBB domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Spaf_1101 family AAA-like ATPase (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
neutral/alkaline non-lysosomal ceramidase N-terminal domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0
DUF3324 domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1
DUF916 domain-containing protein (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0
PTS transporter subunit EIIB (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
alpha-glucoside-specific PTS transporter subunit IIBC (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6-phospho-alpha-glucosidase (product)	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
DUF1524 domain-containing protein (product)	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
metal-dependent hydrolase family protein (product)	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
tyrosine-protein kinase family protein (product)	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydrolase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
DNA adenine methylase (product)	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
LD-carboxypeptidase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IS110 family transposase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
DUF6119 family protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UvrD-helicase domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetratricopeptide repeat-containing protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
toll/interleukin-1 receptor domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polysaccharide polymerase (product)	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0
GDP-mannose 4%2C6-dehydratase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
O-antigen polymerase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
stealth family protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
enolase C-terminal domain-like protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hydroxyacid dehydrogenase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mandelate racemase/muconate lactonizing enzyme family protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pglZ	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
pglX	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
brxC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
DUF1788 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
DUF1819 family protein (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
plnc8A	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
plnc8B	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
galactitol-1-phosphate 5-dehydrogenase (product)	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF5655 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	2	0	1	0
alpha-L-rhamnosidase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
IS256 family transposase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	2	0	0	2	0	1	2
PolC-type DNA polymerase III (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	1
crAss001_48 related protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA replication protein DnaD (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
DUF4097 family beta strand repeat-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
alsE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Dam family site-specific DNA-(adenine-N6)-methyltransferase (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
type II restriction enzyme (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IS30-like element ISLsa1 family transposase (product)	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	3	0	1	0	0	0	0	0	0	0	12	0	0	1
Abi family protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
IS5-like element ISLpl3 family transposase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0
acetoin ABC transporter permease (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EndoU domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2273 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4298 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YsnF/AvaK domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
exopolyphosphatase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
IpaB/EvcA family protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0
sigma 54-interacting transcriptional regulator (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phage minor capsid protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
capsid protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
putative minor capsid protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1
Gp15 family bacteriophage protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1
prophage endopeptidase tail family protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
YfbR-like 5'-deoxynucleotidase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
permease (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1883 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
tagatose-bisphosphate aldolase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1
replication protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	1
RinA family phage transcriptional regulator (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4145 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NUMOD4 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
MurT ligase domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
phage antirepressor (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2977 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0
Arm DNA-binding domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
Gar-IM (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0
MerR family DNA-binding transcriptional regulator (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
integrase core domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
N-acetyltransferase family protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
DUF6574 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1398 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
amino acid decarboxylase (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTP-binding protein (product)	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1492 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF4373 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1
RusA family crossover junction endodeoxyribonuclease (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
phage baseplate upper protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0
A24 family peptidase (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pectate lyase-like adhesive domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zn-dependent alcohol dehydrogenase (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNA-processing protein DprA (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF6275 family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
putative phage abortive infection protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
YjzC family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0
DUF5677 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
type I toxin-antitoxin system Fst family toxin (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
DUF2188 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
toxin Cry1Ac domain D-VI-related protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
pheS	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF5776 domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
putative polysaccharide biosynthesis protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
P-loop ATPase%2C Sll1717 family (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NAD(P)-dependent malic enzyme (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
ntdP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
MSCRAMM family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
prealbumin-like fold domain-containing protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MutS-related protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
S66 family peptidase (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
IspD/TarI family cytidylyltransferase (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
CvfB family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
PTS fructose transporter subunit IIABC (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
capsid assembly scaffolding protein Gp46 family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
phosphatidylglycerophosphatase A family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
VIT1/CCC1 transporter family protein (product)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
srlE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
